Id|Title|Body
39086|"<t>Search</t> <t>and</t> <t>replace</t> <t>a</t> <t>line</t> <t>in</t> <t>a</t> <t>file</t> <t>in</t> <t>Python</t>"|"<t>I</t> <t>want</t> <t>to</t> <t>loop</t> <t>over</t> <t>the</t> <t>contents</t> <t>of</t> <t>a</t> <t>text</t> <t>file</t> <t>and</t> <t>do</t> <t>a</t> <t>search</t> <t>and</t> <t>replace</t> <t>on</t> <t>some</t> <t>lines</t> <t>and</t> <t>write</t> <t>the</t> <t>result</t> <t>back</t> <t>to</t> <t>the</t> <t>file</t>. <t>I</t> <t>could</t> <t>first</t> <t>load</t> <t>the</t> <t>whole</t> <t>file</t> <t>in</t> <t>memory</t> <t>and</t> <t>then</t> <t>write</t> <t>it</t> <t>back</t>, <t>but</t> <t>that</t> <t>probably</t> <t>is</t> <t>not</t> <t>the</t> <t>best</t> <t>way</t> <t>to</t> <t>do</t> <t>it</t>.

<t>What</t> <t>is</t> <t>the</t> <t>best</t> <t>way</t> <t>to</t> <t>do</t> <t>this</t>, <t>within</t> <t>the</t> <t>following</t> <t>code</t>?

<code><c>f</c> <c>=</c> <c>open(</c><c>file</c>)
<c>for</c> <c>line</c> <c>in</c> <c>f</c>:
    <c>if</c> <c>line</c><c>.</c><c>contains(</c>'<c>foo</c>'):
        <c>newline</c> <c>=</c> <c>line</c><c>.</c><c>replace(</c>'<c>foo</c>', '<c>bar</c>')
        # <c>how</c> <c>to</c> <c>write</c> <c>this</c> <c>newline</c> <c>back</c> <c>to</c> <c>the</c> <c>file</c>
</code>
"
44778|"<t>How</t> <t>would</t> <t>you</t> <t>make</t> <t>a</t> <t>comma-separated</t> <t>string</t> <t>from</t> <t>a</t> <t>list</t>?"|"<t>What</t> <t>would</t> <t>be</t> <t>your</t> <t>preferred</t> <t>way</t> <t>to</t> <t>concatenate</t> <t>strings</t> <t>from</t> <t>a</t> <t>sequence</t> <t>such</t> <t>that</t> <t>between</t> <t>each</t> <t>two</t> <t>consecutive</t> <t>pair</t> <t>a</t> <t>comma</t> <t>is</t> <t>added</t>. <t>That</t> <t>is</t>, <t>how</t> <t>do</t> <t>you</t> <t>map</t>, <t>for</t> <t>instance</t>, <code>[ '<c>a</c>', '<c>b</c>', '<c>c</c>' ]</code> <t>to</t> <code>'<c>a</c>,<c>b</c>,<c>c</c>'</code>? (<t>The</t> <t>cases</t> <code>[ <c>s</c> ]</code> <t>and</t> <code>[]</code> <t>should</t> <t>be</t> <t>mapped</t> <t>to</t> <code><c>s</c></code> <t>and</t> <code>''</code>, <t>respectively</t>.)

<t>I</t> <t>usually</t> <t>end</t> <t>up</t> <t>using</t> <t>something</t> <t>like</t> <code>''<c>.</c><c>join(</c><c>map(</c><c>lambda</c> <c>x</c>: <c>x</c><c>+</c>',',<c>l</c>))[:<c>-</c><c>1</c>]</code>, <t>but</t> <t>also</t> <t>feeling</t> <t>somewhat</t> <t>unsatisfied</t>.

<t>Edit</t>: <t>I'm</t> <t>both</t> <t>ashamed</t> <t>and</t> <t>happy</t> <t>that</t> <t>the</t> <t>solution</t> <t>is</t> <t>so</t> <t>simple</t>. <t>Obviously</t> <t>I</t> <t>have</t> <t>hardly</t> <t>a</t> <t>clue</t> <t>as</t> <t>to</t> <t>what</t> <t>I'm</t> <t>doing</t>. (<t>I</t> <t>probably</t> <t>needed</t> ""<t>simple</t>"" <t>concatenation</t> <t>in</t> <t>the</t> <t>past</t> <t>and</t> <t>somehow</t> <t>memorised</t> <code><c>s</c><c>.</c><c>join(</c>[<c>e1</c>,<c>e2</c>,...])</code> <t>as</t> <t>a</t> <t>shorthand</t> <t>for</t> <code><c>s</c><c>+</c><c>e1</c><c>+</c><c>e2</c><c>+</c>...</code>.)
"
50499|"<t>How</t> <t>do</t> <t>I</t> <t>get</t> <t>the</t> <t>path</t> <t>and</t> <t>name</t> <t>of</t> <t>the</t> <t>file</t> <t>that</t> <t>is</t> <t>currently</t> <t>executing</t>?"|"<t>I</t> <t>have</t> <t>scripts</t> <t>calling</t> <t>other</t> <t>script</t> <t>files</t> <t>but</t> <t>I</t> <t>need</t> <t>to</t> <t>get</t> <t>the</t> <t>filepath</t> <t>of</t> <t>the</t> <t>file</t> <t>that</t> <t>is</t> <t>currently</t> <t>running</t> <t>within</t> <t>the</t> <t>process</t>. 

<t>For</t> <t>example</t>, <t>let's</t> <t>say</t> <t>I</t> <t>have</t> <t>three</t> <t>files</t>. <t>Using</t> <t>execfile</t>:


<code><c>script_1</c><c>.</c><c>py</c></code> <t>calls</t> <code><c>script_2</c><c>.</c><c>py</c></code>. 
<t>In</t> <t>turn</t>, <code><c>script_2</c><c>.</c><c>py</c></code> <t>calls</t> <code><c>script_3</c><c>.</c><c>py</c></code>. 


<t>How</t> <t>can</t> <t>I</t> <t>get</t> <t>the</t> <t>file</t> <t>name</t> <t>and</t> <t>path</t> <t>of</t> <code><c>script_3</c><c>.</c><c>py</c></code>, <t>from</t> <t>code</t> <t>within</t> <code><c>script_3</c><c>.</c><c>py</c></code>, <t>without</t> <t>having</t> <t>to</t> <t>pass</t> <t>that</t> <t>information</t> <t>as</t> <t>arguments</t> <t>from</t> <code><c>script_2</c><c>.</c><c>py</c></code>?

(<t>Executing</t> <code><c>os</c><c>.</c><c>getcwd(</c>)</code> <t>returns</t> <t>the</t> <t>original</t> <t>starting</t> <t>script's</t> <t>filepath</t> <t>not</t> <t>the</t> <t>current</t> <t>file's</t>.)
"
51520|"<t>How</t> <t>to</t> <t>get</t> <t>an</t> <t>absolute</t> <t>file</t> <t>path</t> <t>in</t> <t>Python</t>"|"<t>Given</t> <t>a</t> <t>path</t> <t>such</t> <t>as</t> <code>""<c>mydir</c><c>/myfile.txt</c>""</code>, <t>how</t> <t>do</t> <t>I</t> <t>find</t> <t>the</t> <t>absolute</t> <t>filepath</t> <t>relative</t> <t>to</t> <t>the</t> <t>current</t> <t>working</t> <t>directory</t> <t>in</t> <t>Python</t>? <t>E.g.</t> <t>on</t> <t>Windows</t>, <t>I</t> <t>might</t> <t>end</t> <t>up</t> <t>with</t>:

<code>""<c>C:/example/cwd/mydir/myfile.txt</c>""
</code>
"
53162|"<t>How</t> <t>can</t> <t>I</t> <t>do</t> <t>a</t> <t>line</t> <t>break</t> (<t>line</t> <t>continuation</t>) <t>in</t> <t>Python</t>?"|"<t>I</t> <t>have</t> <t>a</t> <t>long</t> <t>line</t> <t>of</t> <t>code</t> <t>that</t> <t>I</t> <t>want</t> <t>to</t> <t>break</t> <t>up</t> <t>among</t> <t>multiple</t> <t>lines</t>. <t>What</t> <t>do</t> <t>I</t> <t>use</t> <t>and</t> <t>what</t> <t>is</t> <t>the</t> <t>syntax</t>?

<t>For</t> <t>example</t>, <t>adding</t> <t>a</t> <t>bunch</t> <t>of</t> <t>strings</t>,

<code><c>e</c> <c>=</c> '<c>a</c>' <c>+</c> '<c>b</c>' <c>+</c> '<c>c</c>' <c>+</c> '<c>d</c>'
</code>

<t>and</t> <t>have</t> <t>it</t> <t>like</t> <t>this</t>:

<code><c>e</c> <c>=</c> '<c>a</c>' <c>+</c> '<c>b</c>' <c>+</c>
    '<c>c</c>' <c>+</c> '<c>d</c>'
</code>
"
53513|"<t>Best</t> <t>way</t> <t>to</t> <t>check</t> <t>if</t> <t>a</t> <t>list</t>,<t>tuple</t> <t>or</t> <t>dict</t> <t>is</t> <t>empty</t>"|"<t>For</t> <t>example</t>, <t>if</t> <t>passed</t> <t>the</t> <t>following</t>:
<code><c>a</c> <c>=</c> []</code>  <t>or</t> <code><c>a</c><c>=</c>{}</code> <t>or</t> <code><c>a</c><c>=</c>()</code>
<t>How</t> <t>do</t> <t>I</t> <t>check</t> <t>to</t> <t>see</t> <t>if</t> <code><c>a</c></code> <t>is</t> <t>empty</t>?
"
56011|"<t>Single</t> <t>quotes</t> <t>vs</t>. <t>double</t> <t>quotes</t> <t>in</t> <t>Python</t>"|"<t>According</t> <t>to</t> <t>the</t> <t>documentation</t>, <t>they're</t> <t>pretty</t> <t>much</t> <t>interchangeable</t>.  <t>Is</t> <t>there</t> <t>a</t> <t>stylistic</t> <t>reason</t> <t>to</t> <t>use</t> <t>one</t> <t>over</t> <t>the</t> <t>other</t>?
"
60208|"<t>Replacements</t> <t>for</t> <t>switch</t> <t>statement</t> <t>in</t> <t>Python</t>?"|"<t>I</t> <t>want</t> <t>to</t> <t>write</t> <t>a</t> <t>function</t> <t>in</t> <t>Python</t> <t>that</t> <t>returns</t> <t>different</t> <t>fixed</t> <t>values</t> <t>based</t> <t>on</t> <t>the</t> <t>value</t> <t>of</t> <t>an</t> <t>input</t> <t>index</t>.  

<t>In</t> <t>other</t> <t>languages</t> <t>I</t> <t>would</t> <t>use</t> <t>a</t> <code><c>switch</c></code> <t>or</t> <code><c>case</c></code> <t>statement</t>, <t>but</t> <t>Python</t> <t>does</t> <t>not</t> <t>appear</t> <t>to</t> <t>have</t> <t>a</t> <code><c>switch</c></code> <t>statement</t>.  <t>What</t> <t>are</t> <t>the</t> <t>recommended</t> <t>Python</t> <t>solutions</t> <t>in</t> <t>this</t> <t>scenario</t>?
"
67631|"<t>How</t> <t>to</t> <t>import</t> <t>a</t> <t>module</t> <t>given</t> <t>the</t> <t>full</t> <t>path</t>?"|"<t>How</t> <t>can</t> <t>I</t> <t>load</t> <t>a</t> <t>Python</t> <t>module</t> <t>given</t> <t>its</t> <t>full</t> <t>path</t>? <t>Note</t> <t>that</t> <t>the</t> <t>file</t> <t>can</t> <t>be</t> <t>anywhere</t> <t>in</t> <t>the</t> <t>filesystem</t>, <t>as</t> <t>it</t> <t>is</t> <t>a</t> <t>configuration</t> <t>option</t>.
"
68645|"<t>Static</t> <t>class</t> <t>variables</t> <t>in</t> <t>Python</t>"|"<t>Is</t> <t>it</t> <t>possible</t> <t>to</t> <t>have</t> <t>static</t> <t>class</t> <t>variables</t> <t>or</t> <t>methods</t> <t>in</t> <t>python</t>? <t>What</t> <t>syntax</t> <t>is</t> <t>required</t> <t>to</t> <t>do</t> <t>this</t>?
"
70528|"<t>Why</t> <t>are</t> <t>Python's</t> '<t>private</t>' <t>methods</t> <t>not</t> <t>actually</t> <t>private</t>?"|"<t>Python</t> <t>gives</t> <t>us</t> <t>the</t> <t>ability</t> <t>to</t> <t>create</t> '<t>private</t>' <t>methods</t> <t>and</t> <t>variables</t> <t>within</t> <t>a</t> <t>class</t> <t>by</t> <t>prepending</t> <t>double</t> <t>underscores</t> <t>to</t> <t>the</t> <t>name</t>, <t>like</t> <t>this</t>: <code><c>__myPrivateMethod(</c>)</code>. <t>How</t>, <t>then</t>, <t>can</t> <t>one</t> <t>explain</t> <t>this</t>

<code><c>>></c><c>></c> <c>class</c> <c>MyClass</c>:
...     <c>def</c> <c>myPublicMethod(</c><c>self</c>):
...             <c>print</c> '<c>public</c> <c>method</c>'
...     <c>def</c> <c>__myPrivateMethod(</c><c>self</c>):
...             <c>print</c> '<c>this</c> <c>is</c> <c>private</c><c>!</c><c>!</c>'
... 
<c>>></c><c>></c> <c>obj</c> <c>=</c> <c>MyClass(</c>)
<c>>></c><c>></c> <c>obj</c><c>.</c><c>myPublicMethod(</c>)
<c>public</c> <c>method</c>
<c>>></c><c>></c> <c>obj</c><c>.</c><c>__myPrivateMethod(</c>)
<c>Traceback</c> (<c>most</c> <c>recent</c> <c>call</c> <c>last</c>):
  <c>File</c> """", line 1, in 
<c>AttributeError</c>: <c>MyClass</c> <c>instance</c> <c>has</c> <c>no</c> <c>attribute</c> '<c>__myPrivateMethod</c>'
<c>>></c><c>></c> <c>dir(</c><c>obj</c>)
['<c>_MyClass__myPrivateMethod</c>', '<c>__doc__</c>', '<c>__module__</c>', '<c>myPublicMethod</c>']
<c>>></c><c>></c> <c>obj</c><c>.</c><c>_MyClass__myPrivateMethod(</c>)
<c>this</c> <c>is</c> <c>private</c><c>!</c><c>!</c>
</code>

<t>What's</t> <t>the</t> <t>deal</t>?!

<t>I'll</t> <t>explain</t> <t>this</t> <t>a</t> <t>little</t> <t>for</t> <t>those</t> <t>who</t> <t>didn't</t> <t>quite</t> <t>get</t> <t>that</t>.

<code><c>>></c><c>></c> <c>class</c> <c>MyClass</c>:
...     <c>def</c> <c>myPublicMethod(</c><c>self</c>):
...             <c>print</c> '<c>public</c> <c>method</c>'
...     <c>def</c> <c>__myPrivateMethod(</c><c>self</c>):
...             <c>print</c> '<c>this</c> <c>is</c> <c>private</c><c>!</c><c>!</c>'
... 
<c>>></c><c>></c> <c>obj</c> <c>=</c> <c>MyClass(</c>)
</code>

<t>What</t> <t>I</t> <t>did</t> <t>there</t> <t>is</t> <t>create</t> <t>a</t> <t>class</t> <t>with</t> <t>a</t> <t>public</t> <t>method</t> <t>and</t> <t>a</t> <t>private</t> <t>method</t> <t>and</t> <t>instantiate</t> <t>it</t>.

<t>Next</t>, <t>I</t> <t>call</t> <t>its</t> <t>public</t> <t>method</t>.

<code><c>>></c><c>></c> <c>obj</c><c>.</c><c>myPublicMethod(</c>)
<c>public</c> <c>method</c>
</code>

<t>Next</t>, <t>I</t> <t>try</t> <t>and</t> <t>call</t> <t>its</t> <t>private</t> <t>method</t>.

<code><c>>></c><c>></c> <c>obj</c><c>.</c><c>__myPrivateMethod(</c>)
<c>Traceback</c> (<c>most</c> <c>recent</c> <c>call</c> <c>last</c>):
  <c>File</c> """", line 1, in 
<c>AttributeError</c>: <c>MyClass</c> <c>instance</c> <c>has</c> <c>no</c> <c>attribute</c> '<c>__myPrivateMethod</c>'
</code>

<t>Everything</t> <t>looks</t> <t>good</t> <t>here;</t> <t>we're</t> <t>unable</t> <t>to</t> <t>call</t> <t>it</t>. <t>It</t> <t>is</t>, <t>in</t> <t>fact</t>, '<t>private</t>'. <t>Well</t>, <t>actually</t> <t>it</t> <t>isn't</t>. <t>Running</t> <t>dir</t>() <t>on</t> <t>the</t> <t>object</t> <t>reveals</t> <t>a</t> <t>new</t> <t>magical</t> <t>method</t> <t>that</t> <t>python</t> <t>creates</t> <t>magically</t> <t>for</t> <t>all</t> <t>of</t> <t>your</t> '<t>private</t>' <t>methods</t>.

<code><c>>></c><c>></c> <c>dir(</c><c>obj</c>)
['<c>_MyClass__myPrivateMethod</c>', '<c>__doc__</c>', '<c>__module__</c>', '<c>myPublicMethod</c>']
</code>

<t>This</t> <t>new</t> <t>method's</t> <t>name</t> <t>is</t> <t>always</t> <t>an</t> <t>underscore</t>, <t>followed</t> <t>by</t> <t>the</t> <t>class</t> <t>name</t>, <t>followed</t> <t>by</t> <t>the</t> <t>method</t> <t>name</t>.

<code><c>>></c><c>></c> <c>obj</c><c>.</c><c>_MyClass__myPrivateMethod(</c>)
<c>this</c> <c>is</c> <c>private</c><c>!</c><c>!</c>
</code>

<t>So</t> <t>much</t> <t>for</t> <t>encapsulation</t>, <t>eh</t>?

<t>In</t> <t>any</t> <t>case</t>, <t>I'd</t> <t>always</t> <t>heard</t> <t>Python</t> <t>doesn't</t> <t>support</t> <t>encapsulation</t>, <t>so</t> <t>why</t> <t>even</t> <t>try</t>? <t>What</t> <t>gives</t>?
"
70797|"<t>Python</t>: <t>user</t> <t>input</t> <t>and</t> <t>commandline</t> <t>arguments</t>"|"<t>How</t> <t>do</t> <t>I</t> <t>have</t> <t>a</t> <t>Python</t> <t>script</t> <t>that</t> <t>can</t> <t>accept</t> <t>user</t> <t>input</t> (<t>assuming</t> <t>this</t> <t>is</t> <t>possible</t>) <t>and</t> <t>how</t> <t>do</t> <t>I</t> <t>make</t> <t>it</t> <t>read</t> <t>in</t> <t>arguments</t> <t>if</t> <t>run</t> <t>from</t> <t>the</t> <t>command</t> <t>line</t>?
"
72852|"<t>How</t> <t>to</t> <t>do</t> <t>relative</t> <t>imports</t> <t>in</t> <t>Python</t>?"|"<t>Imagine</t> <t>this</t> <t>directory</t> <t>structure</t>:

<code><c>app</c><c>/
</c>   <c>__init__</c><c>.</c><c>py</c>
   <c>sub1</c><c>/
</c>      <c>__init__</c><c>.</c><c>py</c>
      <c>mod1</c><c>.</c><c>py</c>
   <c>sub2</c><c>/
</c>      <c>__init__</c><c>.</c><c>py</c>
      <c>mod2</c><c>.</c><c>py</c>
</code>

<t>I'm</t> <t>coding</t> <code><c>mod1</c></code>, <t>and</t> <t>I</t> <t>need</t> <t>to</t> <t>import</t> <t>something</t> <t>from</t> <code><c>mod2</c></code>. <t>How</t> <t>should</t> <t>I</t> <t>do</t> <t>it</t>?  

<t>I</t> <t>tried</t> <code><c>from</c> <c>.</c><c>.</c><c>sub2</c> <c>import</c> <c>mod2</c></code> <t>but</t> <t>I'm</t> <t>getting</t> <t>an</t> ""<t>Attempted</t> <t>relative</t> <t>import</t> <t>in</t> <t>non-package</t>"".

<t>I</t> <t>googled</t> <t>around</t> <t>but</t> <t>found</t> <t>only</t> ""<code><c>sys</c><c>.</c><c>path</c></code> <t>manipulation</t>"" <t>hacks</t>. <t>Isn't</t> <t>there</t> <t>a</t> <t>clean</t> <t>way</t>?  



<t>Edit</t>: <t>all</t> <t>my</t> <code><c>__init__</c><c>.</c><c>py</c></code>'<t>s</t> <t>are</t> <t>currently</t> <t>empty</t>  

<t>Edit2</t>: <t>I'm</t> <t>trying</t> <t>to</t> <t>do</t> <t>this</t> <t>because</t> <t>sub2</t> <t>contains</t> <t>classes</t> <t>that</t> <t>are</t> <t>shared</t> <t>across</t> <t>sub</t> <t>packages</t> (<code><c>sub1</c></code>, <code><c>subX</c></code>, <t>etc.).</t>

<t>Edit3</t>: <t>The</t> <t>behaviour</t> <t>I'm</t> <t>looking</t> <t>for</t> <t>is</t> <t>the</t> <t>same</t> <t>as</t> <t>described</t> <t>in</t> <t>PEP</t> <t>366</t> (<t>thanks</t> <t>John</t> <t>B</t>)
"
