Id,Title,Body
159720,"What is the naming convention in Python for variable and function names?","Coming from a C# background the naming convention for variables and method names are usually either CamelCase or Pascal Case:

<code><c>//</c> <c>C</c># <c>example</c>
<c>string</c> <c>thisIsMyVariable</c> <c>=</c> ""<c>a</c>""
<c>public</c> <c>void</c> <c>ThisIsMyMethod(</c>)
</code>

In Python, I have seen the above but I have also seen underscores being used:

<code># <c>python</c> <c>example</c>
<c>this_is_my_variable</c> <c>=</c> '<c>a</c>'
<c>def</c> <c>this_is_my_function(</c>):
</code>

Is there a more preferable, definitive coding style for Python?
"
166506,"Finding local IP addresses using Python's stdlib","How can I find local IP addresses (i.e. 192.168.x.x or 10.0.x.x) in Python platform independently and using only the standard library?
"
172439,"How do I split a multi-line string into multiple lines?","I have a multi-line string literal that I want to do an operation on each line, like so:

<code><c>inputString</c> <c>=</c> """"""<c>Line</c> <c>1</c>
<c>Line</c> <c>2</c>
<c>Line</c> <c>3</c>""""""
</code>

I want to do something like the following:

<code><c>for</c> <c>line</c> <c>in</c> <c>inputString</c>:
    <c>doStuff(</c>)
</code>
"
176011,"Python List vs. Array - when to use?","If you are creating a 1d array, you can implement it as a List, or else use the 'array' module in the standard library.  I have always used Lists for 1d arrays.

What is the reason or circumstance where I would want to use the array module instead?

Is it for performance and memory optimization, or am I missing something obvious?
"
176918,"Finding the index of an item given a list containing it in Python","For a list <code>[""<c>foo</c>"", ""<c>bar</c>"", ""<c>baz</c>""]</code> and an item in the list <code>""<c>bar</c>""</code>, what's the cleanest way to get its index (1) in Python?
"
179369,"How do I abort the execution of a Python script?","
  Possible Duplicate:
  Terminating a Python script  




I have a simple Python script that I want to stop executing if a condition is met.

For example:

<code><c>done</c> <c>=</c> <c>True</c>
<c>if</c> <c>done</c>:
    # <c>quit</c><c>/stop/exit
else:
</c>    # <c>do</c> <c>other</c> <c>stuff</c>
</code>

Essentially, I am looking for something that behaves equivalently to the 'return' keyword in the body of a function which allows the flow of the code to exit the function and not execute the remaining code.
"
181530,"Styling multi-line conditions in 'if' statements?","Sometimes I break long conditions in <code><c>if</c></code>s onto several lines. The most obvious way to do this is:

<code>  <c>if</c> (<c>cond1</c> <c>==</c> '<c>val1</c>' <c>and</c> <c>cond2</c> <c>==</c> '<c>val2</c>' <c>and</c>
      <c>cond3</c> <c>==</c> '<c>val3</c>' <c>and</c> <c>cond4</c> <c>==</c> '<c>val4</c>'):
      <c>do_something</c>
</code>

Isn't very very appealing visually, because the action blends with the conditions. However, it is the natural way using correct Python indentation of 4 spaces.

For the moment I'm using:

<code>  <c>if</c> (    <c>cond1</c> <c>==</c> '<c>val1</c>' <c>and</c> <c>cond2</c> <c>==</c> '<c>val2</c>' <c>and</c>
          <c>cond3</c> <c>==</c> '<c>val3</c>' <c>and</c> <c>cond4</c> <c>==</c> '<c>val4</c>'):
      <c>do_something</c>
</code>

But this isn't very pretty. :-)

Can you recommend an alternative way?
"
183853,"In Python 2, what is the difference between '/' and '//' when used for division?","Is there a benefit to using one over the other? In Python 2, they both seem to return the same results:

<code><c>&gt;&gt;&gt;</c> <c>6</c><c>/3
2
&gt;&gt;&gt;</c> <c>6</c><c>//3
2
</c></code>
"
185936,"Delete Folder Contents in Python","How can I delete the contents of a local folder in Python?

The current project is for Windows but I would like to see *nix also.
"
191010,"How to get a complete list of object's methods and attributes?","<code><c>dir(</c><c>re</c><c>.</c><c>compile(</c><c>pattern</c>)) 
</code>

does not return pattern as one of the lists's elements. Namely it returns:

<code>['<c>__copy__</c>', '<c>__deepcopy__</c>', '<c>findall</c>', '<c>finditer</c>', '<c>match</c>', '<c>scanner</c>', '<c>search</c>', '<c>split</c>', '<c>sub</c>', '<c>subn</c>']
</code>

According to the manual, it is supposed to contain 


  the object's attributes' names, the
  names of its class's attributes, and
  recursively of the attributes of its
  class's base classes.


It says also that


  The list is not necessarily complete.


Is there a way to get the complete list? I always assumed that dir returns a complete list but apparently it does not...

Also: is there a way to list only attributes? Or only methods?

Edit: this is actually a bug in python -> supposedly it is fixed in the 3.0 branch (and perhaps also in 2.6)
"
192109,"Is there a built-in function to print all the current properties and values of an object?","So what I'm looking for here is something like PHP's print_r function. This is so I can debug my scripts by seeing what's the state of the object in question.
"
204017,"How do I execute a program from python? os.system fails due to spaces in path","I have a python script that needs to execute an external program, but for some reason fails.

If I have the following script:

<code><c>import</c> <c>os</c>;
<c>os</c><c>.</c><c>system(</c>""<c>C:\\Temp\\a</c> <c>b</c> <c>c</c><c>\\Notepad.exe</c>"");
<c>raw_input(</c>);
</code>

Then it fails with the following error:

<code>'<c>C:\Temp\a</c>' <c>is</c> <c>not</c> <c>recognized</c> <c>as</c> <c>an</c> <c>internal</c> <c>or</c> <c>external</c> <c>command</c>, <c>operable</c> <c>program</c> <c>or</c> <c>batch</c> <c>file</c><c>.</c>
</code>

If I escape the program with quotes:

<code><c>import</c> <c>os</c>;
<c>os</c><c>.</c><c>system(</c>'""<c>C:\\Temp\\a</c> <c>b</c> <c>c</c><c>\\Notepad.exe</c>""');
<c>raw_input(</c>);
</code>

Then it works. However, if I add a parameter, it stops working again:

<code><c>import</c> <c>os</c>;
<c>os</c><c>.</c><c>system(</c>'""<c>C:\\Temp\\a</c> <c>b</c> <c>c</c><c>\\Notepad.exe</c>"" ""<c>C:\\test.txt</c>""');
<c>raw_input(</c>);
</code>

What is the right way to execute a program and wait for it to complete? I do not need to read output from it, as it is a visual program that does a job and then just exits, but I need to wait for it to complete.

Also note, moving the program to a non-spaced path is not an option either.



Edit This does not work either:

<code><c>import</c> <c>os</c>;
<c>os</c><c>.</c><c>system(</c>""'<c>C:\\Temp\\a</c> <c>b</c> <c>c</c><c>\\Notepad.exe</c>'"");
<c>raw_input(</c>);
</code>

Note the swapped single/double quotes.

with or without a parameter to notepad here, it fails with the error message

<code><c>The</c> <c>filename</c>, <c>directory</c> <c>name</c>, <c>or</c> <c>volume</c> <c>label</c> <c>syntax</c> <c>is</c> <c>incorrect</c><c>.</c>
</code>
"
209513,"Convert hex string to int in Python","How do I convert a hex string to an int in Python? 

I may have it as ""<code>0xffff</code>"" or just ""<code><c>ffff</c></code>"".
"
209840,"Map two lists into a dictionary in Python","Imagine that you have:

<code><c>keys</c> <c>=</c> ('<c>name</c>', '<c>age</c>', '<c>food</c>')
<c>values</c> <c>=</c> ('<c>Monty</c>', <c>42</c>, '<c>spam</c>')
</code>

What is the simplest way to produce the following dictionary ?

<code><c>a_dict</c> <c>=</c> {'<c>name</c>' : '<c>Monty</c>', '<c>age</c>' : <c>42</c>, '<c>food</c>' : '<c>spam</c>'}
</code>

This code works, but I'm not really proud of it :

<code><c>a_dict</c> <c>=</c> {}
<c>junk</c> <c>=</c> <c>map(</c><c>lambda</c> <c>k</c>, <c>v</c>: <c>a_dict</c><c>.</c><c>update(</c>{<c>k</c>: <c>v</c>}), <c>keys</c>, <c>values</c>)
</code>
"
227459,"ASCII value of a character in Python","How do I get the ASCII value of a character as an int in Python?
"
230751,"How to flush output of Python print?","How do I force Python's print function to output to the screen?

This is not a duplicate of Disable output buffering - the linked question is attempting unbuffered output, while this is more general. The top answers in that question are too powerful or involved for this one (they're not good answers for this), and this question can be found on Google by a relative newbie.
"
